start;open;high;low;close;volume;end;quote asset volume;number trades;taker buy base asset volume;taker buy quote asset volume
1644937200000;44235.10;44277.00;44102.00;44190.30;11186.823;1644940799999;494364596.96180;115725;5734.910;253457400.61276
1644940800000;44190.30;44249.00;44004.00;44110.90;9835.615;1644944399999;433895055.85060;113883;4592.109;202602001.56469
1644944400000;44111.00;44148.70;43850.00;43928.20;14467.950;1644947999999;635940718.40393;139749;7107.019;312409448.70621
1644948000000;43928.30;44187.40;43870.00;44114.20;8990.700;1644951599999;396071500.17760;93380;5003.803;220454223.29282
1644951600000;44114.30;44120.10;43957.00;43989.60;5263.919;1644955199999;231780634.32129;59542;2396.403;105523367.25794
1644955200000;43989.70;44164.70;43960.10;44129.80;6837.266;1644958799999;301388460.42648;73641;3301.061;145514021.33389
1644958800000;44129.80;44149.60;43939.20;43975.00;4461.863;1644962399999;196449305.16004;56875;2103.866;92633068.89374
1644962400000;43975.00;44376.90;43970.00;44164.80;8248.280;1644965999999;364633429.20565;104413;4241.401;187495240.30038
1644966000000;44164.70;44777.00;44093.30;44529.60;15678.838;1644969599999;697613326.53712;159185;8548.207;380388256.43182
1644969600000;44529.70;44536.80;44105.60;44195.10;11019.755;1644973199999;487911933.71687;111119;5248.842;232403262.45206
1644973200000;44195.10;44195.10;43900.00;43987.20;9490.804;1644976799999;418122352.41254;92581;4060.595;178915986.46444
1644976800000;43987.10;44075.40;43885.00;44066.10;5027.772;1644980399999;221153503.94750;62172;2456.354;108062320.03346
1644980400000;44066.20;44146.50;43945.10;43970.90;5782.583;1644983999999;254690555.25785;60554;2576.269;113484937.99721
1644984000000;43970.90;43976.00;43650.40;43886.90;13630.688;1644987599999;596983573.70383;120997;5668.029;248262153.73961
1644987600000;43886.90;44125.30;43879.30;44044.90;8331.841;1644991199999;366726475.19405;82663;4377.152;192670714.21819
1644991200000;44044.90;44183.60;44012.00;44026.30;5528.491;1644994799999;243782380.22270;59263;2674.567;117952320.30345
1644994800000;44027.30;44175.00;43922.80;44165.50;6376.647;1644998399999;280860261.55497;72158;3392.094;149424718.06525
1644998400000;44165.60;44313.10;44119.00;44134.50;9437.884;1645001999999;417268882.06469;103002;4430.236;195887114.86352
1645002000000;44134.40;44231.10;43989.00;44002.80;6739.615;1645005599999;297282954.95210;79451;3146.923;138836391.23983
1645005600000;44002.70;44121.30;43860.00;44092.80;8410.958;1645009199999;370088819.60546;93590;4089.441;179974950.74196
1645009200000;44092.80;44257.80;44092.80;44160.60;7954.256;1645012799999;351398990.63631;79664;3927.499;173504687.74792
1645012800000;44160.70;44205.00;43958.10;44035.80;7662.783;1645016399999;337671914.39887;87835;3612.174;159198112.92835
1645016400000;44035.90;44147.00;43502.10;43638.90;25144.044;1645019999999;1101027471.10452;243120;11729.882;513810988.12267
1645020000000;43635.80;43734.20;43277.80;43492.20;25141.220;1645023599999;1095134157.73840;240337;11766.092;512697648.41537
1645023600000;43492.20;43689.40;43452.90;43588.50;13370.861;1645027199999;583010540.05533;123416;7382.619;321928040.20438
1645027200000;43591.60;43720.00;43336.50;43630.00;13468.283;1645030799999;586267264.70494;122698;6525.138;284157995.68543
1645030800000;43630.00;43690.00;43528.60;43560.20;7800.879;1645034399999;340121782.04713;69786;3783.881;165001648.32128
1645034400000;43560.20;43885.30;43500.00;43817.80;10438.932;1645037999999;456196806.54097;96400;5499.814;240399994.55588
1645038000000;43817.90;44330.00;43650.00;44202.20;26939.182;1645041599999;1187668340.69153;250793;13779.704;607580255.81666
1645041600000;44202.10;44377.00;44060.60;44078.70;9047.662;1645045199999;399917868.03980;97093;4277.212;189105264.15809
1645045200000;44078.60;44157.00;43850.00;44050.40;6499.784;1645048799999;286120129.83085;71144;2970.485;130816432.16125
1645048800000;44050.50;44134.90;43937.90;44000.00;5229.158;1645052399999;230307900.25133;60013;2496.565;109966769.26049
1645052400000;43999.90;44153.00;43820.00;43860.70;7316.205;1645055999999;321834038.67575;63904;3191.997;140461820.72677
1645056000000;43860.80;44090.40;43810.00;44050.20;7000.583;1645059599999;307362644.94647;73163;3774.042;165730459.02444
1645059600000;44050.10;44150.00;43958.30;44001.90;6166.390;1645063199999;271627730.22383;63029;2842.953;125256870.85691
1645063200000;44001.80;44092.10;43820.00;43994.20;7272.588;1645066799999;319655277.18224;69963;3604.727;158465363.09122
1645066800000;43994.20;44013.60;43555.70;43574.30;11073.759;1645070399999;485014074.23348;102529;4587.370;201023565.50117
1645070400000;43574.30;43707.00;43320.10;43600.00;17371.137;1645073999999;755840485.58078;163143;8968.829;390250768.35430
1645074000000;43600.10;43705.00;43495.70;43613.80;5445.638;1645077599999;237473516.26252;63335;2747.373;119819889.64697
1645077600000;43612.50;43880.20;43562.30;43819.90;8190.098;1645081199999;358292910.55828;87016;4273.763;186974145.09390
1645081200000;43820.00;43941.00;43736.00;43902.40;5803.606;1645084799999;254319027.28272;65492;2984.746;130797989.26031
1645084800000;43902.30;44020.00;43302.00;43461.40;23934.223;1645088399999;1043338705.93746;214076;10956.057;477501045.90716
1645088400000;43461.40;43530.00;42890.00;43214.70;23328.142;1645091999999;1007515713.29519;221556;10773.055;465401794.01839
1645092000000;43214.70;43328.00;42904.40;43050.00;10694.494;1645095599999;461471448.78318;114788;4966.431;214367255.84242
1645095600000;43049.90;43209.00;42960.00;43158.20;8145.287;1645099199999;351091346.49839;97567;4350.779;187546848.34037
1645099200000;43158.30;43347.80;43136.20;43207.50;10715.460;1645102799999;463574135.70804;105354;5292.462;228975251.04227
1645102800000;43207.40;43288.50;42140.00;42242.60;42373.187;1645106399999;1804415057.95341;388679;18780.207;799717090.89738
1645106400000;42242.30;42384.20;41840.00;41919.90;36015.907;1645109999999;1516916790.17022;333307;16991.199;715878868.63290
1645110000000;41920.50;42125.40;41664.00;41907.70;27790.790;1645113599999;1164768012.32492;256349;13705.123;574571054.48162
1645113600000;41907.80;42089.80;41570.00;41968.80;26876.901;1645117199999;1126495598.46405;225940;13282.508;556936611.54863
1645117200000;41968.70;41984.70;41600.00;41730.00;14526.588;1645120799999;607259662.12348;141088;6543.372;273563968.64524
1645120800000;41731.40;41864.30;40711.00;41265.00;51695.911;1645124399999;2128659687.17084;446626;23228.366;956580068.81012
1645124400000;41264.90;41264.90;40923.80;41177.10;13017.246;1645127999999;534978089.10576;136384;6244.883;256667469.82803
1645128000000;41177.10;41177.10;40830.00;40865.60;15146.293;1645131599999;620764103.63118;147276;7258.860;297521624.18265
1645131600000;40865.50;40935.00;40020.10;40643.40;40856.162;1645135199999;1653291535.97156;365324;19535.665;790708134.24423
1645135200000;40643.30;40739.00;40383.80;40691.70;11692.202;1645138799999;474297457.10471;121519;5903.101;239491981.21883
1645138800000;40691.70;40730.60;40423.00;40491.70;8826.392;1645142399999;358291675.83181;89822;4254.034;172710711.10961
1645142400000;40491.80;40655.00;40273.00;40545.00;12614.607;1645145999999;510411193.52548;135949;6648.603;269049862.16576
1645146000000;40543.10;40944.10;40350.00;40766.50;15175.727;1645149599999;617383849.35265;143322;8490.261;345465795.96626
1645149600000;40766.50;40874.90;40645.00;40745.50;6582.209;1645153199999;268111737.40861;69338;3313.041;134971365.79227
1645153200000;40745.50;40757.80;40556.00;40677.00;5012.222;1645156799999;203747452.40056;60214;2261.934;91952973.79737
1645156800000;40677.00;40756.80;40467.00;40492.70;6180.289;1645160399999;251052828.62519;69723;2666.388;108348652.80126
1645160400000;40492.80;40685.00;40467.10;40607.90;5502.397;1645163999999;223310067.06071;61243;2964.896;120320930.45227
1645164000000;40607.90;40720.00;40543.30;40690.00;4481.958;1645167599999;182153536.36402;64009;2283.032;92796866.24815
1645167600000;40690.00;40759.00;40530.10;40637.00;6000.847;1645171199999;243841660.81933;74823;2871.622;116697007.87816
1645171200000;40637.10;40938.00;40624.90;40837.40;8654.361;1645174799999;352794712.34449;100861;4843.573;197477148.67698
1645174800000;40837.30;40894.80;40741.30;40846.20;5879.068;1645178399999;239963755.56418;77070;3002.059;122544877.29611
1645178400000;40846.30;40847.20;40666.00;40769.60;6056.501;1645181999999;246805900.87757;71612;2894.244;117944160.49358
1645182000000;40769.60;40786.50;40073.10;40167.20;27596.877;1645185599999;1113092611.17763;254368;11917.333;480661151.10508
1645185600000;40167.20;40549.00;40054.90;40418.00;16253.550;1645189199999;655579539.55528;153722;9058.324;365383389.60742
1645189200000;40418.00;40520.70;40160.50;40366.00;14008.237;1645192799999;565048879.03874;132320;7183.346;289785598.51487
1645192800000;40366.10;40510.00;39622.00;40460.00;51551.110;1645196399999;2063604724.34636;420953;25539.352;1022689538.56322
1645196400000;40461.00;40782.90;39605.80;39805.10;53503.489;1645199999999;2145755693.01604;431086;25655.505;1029224627.88770
1645200000000;39805.20;40429.70;39422.00;39923.90;55174.903;1645203599999;2204648029.06934;410521;28415.585;1135946872.68586
1645203600000;39923.90;40378.90;39906.20;40016.50;20733.168;1645207199999;831505313.95758;199089;11001.221;441286715.44944
1645207200000;40016.50;40225.40;39770.00;40131.40;14782.418;1645210799999;590923326.81177;146594;8043.366;321596472.70527
1645210800000;40131.40;40328.00;40032.60;40196.20;9635.933;1645214399999;386979715.25643;99574;4985.293;200234585.16432
1645214400000;40196.20;40269.20;39923.00;40014.10;9356.444;1645217999999;374826943.00043;102504;4536.329;181741607.14468
1645218000000;40010.20;40147.00;39876.00;39952.30;8148.862;1645221599999;326073596.14045;83096;4116.104;164696140.30186
1645221600000;39952.30;40050.00;39712.70;39921.60;9925.200;1645225199999;395692389.01388;108954;4763.289;189919687.73122
1645225200000;39921.50;40074.10;39861.20;39966.80;4869.405;1645228799999;194782455.00801;60205;2533.666;101362187.93896
1645228800000;39966.80;40243.00;39896.80;40194.90;6646.261;1645232399999;266544203.47041;75349;3710.881;148857629.39990
1645232400000;40194.80;40295.20;40038.00;40142.10;7017.242;1645235999999;281873445.10444;67514;3492.915;140332066.26953
1645236000000;40142.00;40197.70;40050.00;40138.70;3437.636;1645239599999;137940978.89371;39545;1760.673;70652053.43188
1645239600000;40138.80;40210.00;40040.00;40107.60;3349.156;1645243199999;134348893.70204;42793;1659.100;66560852.97555
1645243200000;40107.70;40273.70;40053.00;40198.40;4225.536;1645246799999;169726923.18254;53944;2228.256;89513372.62595
1645246800000;40198.50;40230.10;40127.30;40214.10;3069.962;1645250399999;123361286.94340;39322;1566.793;62960493.75088
1645250400000;40214.10;40438.70;40182.50;40347.50;8028.469;1645253999999;323712531.32692;85705;4582.297;184785122.48487
1645254000000;40347.50;40395.00;40222.70;40245.80;4790.669;1645257599999;193049445.95930;58622;2269.921;91476408.63668
1645257600000;40246.10;40278.80;39910.30;39961.40;9408.410;1645261199999;377303207.75680;100076;4065.627;163071797.11417
1645261200000;39961.50;40049.10;39866.00;39913.70;9734.026;1645264799999;388926610.53794;108726;4744.227;189587511.37102
1645264800000;39913.70;39959.80;39736.60;39926.20;10882.250;1645268399999;433632718.20784;110745;5234.755;208611921.65470
1645268400000;39926.20;40027.00;39620.30;39822.80;14953.444;1645271999999;595014971.97542;149493;6947.820;276523154.40647
1645272000000;39822.80;39938.70;39650.00;39743.70;11105.632;1645275599999;441962111.98067;111665;5781.948;230123913.73574
1645275600000;39743.20;40050.00;39610.30;39994.00;15879.794;1645279199999;632997258.27965;150520;8829.182;351981703.61076
1645279200000;39994.00;39994.00;39753.30;39850.60;8583.549;1645282799999;342295062.99654;90726;4022.350;160394253.39891
1645282800000;39850.70;39987.20;39800.00;39950.10;6216.885;1645286399999;248210939.06150;66394;3232.122;129038706.42428
1645286400000;39950.10;40341.50;39811.20;39929.50;19496.197;1645289999999;782246433.70717;188608;10203.116;409449475.25343
1645290000000;39929.40;40159.90;39857.00;40126.10;8939.662;1645293599999;357772902.14891;87952;4983.275;199456782.29695
1645293600000;40126.10;40200.00;40021.70;40099.90;4795.447;1645297199999;192284971.29912;53571;2488.740;99805556.88081
1645297200000;40100.00;40109.90;39875.70;39959.00;6476.114;1645300799999;258896717.69250;69922;3106.652;124193257.42438
1645300800000;39957.90;40092.50;39919.00;40042.00;3463.212;1645304399999;138595950.23384;41511;1768.066;70756633.90141
1645304400000;40042.00;40052.70;39777.00;39903.30;6671.575;1645307999999;266075921.83338;69248;3153.595;125768295.99486
1645308000000;39903.20;40034.10;39850.20;39991.90;4019.102;1645311599999;160576713.21129;47385;2117.397;84601959.23748
1645311600000;39991.60;40119.00;39936.10;40052.60;4434.445;1645315199999;177558473.62436;54147;2278.089;91226342.13291
1645315200000;40052.60;40100.10;39852.00;39909.00;5486.822;1645318799999;219195318.35004;59502;2576.482;102921693.97355
1645318800000;39908.90;39999.30;39802.00;39977.10;4596.074;1645322399999;183390131.83175;52747;2247.053;89665336.32065
1645322400000;39977.10;39995.00;39808.30;39827.80;4623.075;1645325999999;184505814.96344;48165;2249.765;89793927.25530
1645326000000;39827.90;39881.60;39660.30;39778.10;8348.452;1645329599999;332137672.59355;86553;3562.310;141745405.01997
1645329600000;39778.10;39828.50;39442.90;39532.70;13891.731;1645333199999;550371392.13753;121518;6370.754;252481842.87683
1645333200000;39532.70;39680.00;39230.00;39340.90;15550.826;1645336799999;613724209.05161;139341;7015.021;277025813.74974
1645336800000;39340.80;39426.60;38666.00;38782.80;36934.954;1645340399999;1438913211.88255;291731;16686.708;650113116.45846
1645340400000;38782.80;38872.90;38553.50;38770.40;20941.985;1645343999999;810704164.58163;174355;10525.336;407535440.47535
1645344000000;38770.30;38830.00;38055.00;38142.40;36280.840;1645347599999;1391803214.02372;289576;16722.900;641528696.81653
1645347600000;38142.40;38398.50;37905.00;38160.00;24197.617;1645351199999;923873061.83051;202971;12383.333;472987540.75732
1645351200000;38160.10;38347.60;38111.00;38166.70;10801.396;1645354799999;413156634.43408;108687;5459.522;208840828.60042
1645354800000;38165.00;38330.00;38095.80;38316.00;8738.682;1645358399999;333989222.63586;81309;4450.633;170127240.19445
1645358400000;38316.00;38594.00;38173.80;38189.90;21317.063;1645361999999;817985727.09339;173915;10831.892;415756759.27690
1645362000000;38189.90;38315.40;38155.50;38184.80;8395.543;1645365599999;320919315.93815;80863;4374.014;167212579.71565
1645365600000;38184.90;38295.40;38000.00;38180.20;16863.512;1645369199999;643127155.24145;161345;8458.818;322633097.49581
1645369200000;38180.10;38396.70;38151.00;38308.90;9666.238;1645372799999;369879442.69878;97356;5291.117;202485809.37647
1645372800000;38309.00;38479.90;38229.70;38246.30;13503.533;1645376399999;518009134.50869;127818;6838.146;262337639.82608
1645376400000;38246.30;38380.00;38184.90;38258.30;5337.185;1645379999999;204334540.73527;61375;2767.847;105989311.67729
1645380000000;38258.20;38435.70;38162.00;38413.20;7294.963;1645383599999;279481556.96842;76948;3930.689;150619043.85673
1645383600000;38413.20;38413.30;38310.10;38379.10;3117.671;1645387199999;119630127.44353;42026;1559.559;59846085.04310
1645387200000;38379.20;38379.20;38237.10;38298.00;4332.866;1645390799999;165925826.72179;51740;2117.977;81109286.61980
1645390800000;38297.90;38340.00;38026.20;38227.80;11491.244;1645394399999;438360053.78792;108847;5490.884;209487956.28900
1645394400000;38227.80;38855.00;38225.00;38795.60;17112.801;1645397999999;659510226.87925;146670;10084.853;388770234.01550
1645398000000;38795.60;38958.20;38320.00;38368.10;20915.371;1645401599999;808317886.48920;179902;10146.455;392340468.44497
1645401600000;38367.90;38738.70;38177.00;38719.20;16333.343;1645405199999;627217167.47013;138902;8842.719;339656358.53390
1645405200000;38719.10;39385.00;38525.00;39111.80;30803.102;1645408799999;1202639826.45952;262122;16404.486;640675452.57818
1645408800000;39111.90;39225.10;39001.50;39087.90;9433.425;1645412399999;368964166.54712;92695;4870.441;190527022.32943
1645412400000;39087.90;39230.80;38778.60;38900.10;11871.918;1645415999999;462847737.37248;107995;5521.407;215317292.63443
1645416000000;38900.00;39375.00;38883.60;39273.10;12576.991;1645419599999;492038061.55145;102852;7389.657;289103226.55812
1645419600000;39273.10;39510.00;39182.10;39204.80;10560.610;1645423199999;415001998.35508;99621;5124.495;201465457.04449
1645423200000;39203.10;39246.80;39120.70;39180.00;6471.570;1645426799999;253612363.01100;65924;3322.849;130231686.83092
1645426800000;39180.60;39295.00;39050.00;39266.20;9940.932;1645430399999;389398166.76831;94156;4853.318;190139419.86786
1645430400000;39266.00;39335.00;39008.00;39045.10;10307.874;1645433999999;403664721.05396;104118;4620.581;180985785.42540
1645434000000;39045.10;39099.90;38850.10;38913.60;11683.945;1645437599999;455351449.53052;114925;5602.559;218381562.03966
1645437600000;38913.70;38974.70;38205.00;38282.20;30838.686;1645441199999;1187328452.79469;264115;13714.188;527982073.55293
1645441200000;38282.20;38419.00;37314.50;37549.90;48770.295;1645444799999;1843701670.74911;416058;22412.519;847237771.91542
1645444800000;37550.00;37751.00;37377.50;37523.70;33268.806;1645448399999;1249179865.65165;283697;17110.869;642610351.69674
1645448400000;37523.60;37694.20;37171.20;37538.50;35393.203;1645451999999;1324937330.28194;286173;17583.891;658524096.50775
1645452000000;37538.40;38912.60;37456.50;38652.70;68047.873;1645455599999;2610353043.28082;506135;36329.736;1392801380.15974
1645455600000;38650.70;39300.00;38601.00;38804.50;44973.392;1645459199999;1749538618.46971;365028;22989.986;894608116.55750
1645459200000;38804.50;39138.00;38623.30;38679.20;21296.655;1645462799999;827976091.13884;171891;10544.128;410050515.93613
1645462800000;38679.30;38817.80;38460.90;38516.10;15751.034;1645466399999;608841833.46272;130778;7397.055;285983021.43565
1645466400000;38516.10;38641.80;37530.00;37721.40;64232.068;1645469999999;2437474751.79909;474682;30737.480;1166166144.01448
1645470000000;37721.10;38367.10;37530.80;38114.50;37453.848;1645473599999;1419067970.15325;284726;19788.267;750122996.11230
1645473600000;38114.50;38450.00;37938.00;38230.50;15336.108;1645477199999;585477372.86377;132030;8391.620;320458522.33485
1645477200000;38230.50;38343.60;36855.00;37029.40;29284.017;1645480799999;1101452945.13209;242201;12954.464;487949159.25080
1645480800000;37029.00;37770.00;36762.00;37525.50;38806.663;1645484399999;1444967852.83818;356558;20759.472;773350205.84526
1645484400000;37525.50;37655.10;36800.00;36986.40;32955.457;1645487999999;1224507794.88305;262126;16243.848;603565318.03293
1645488000000;36986.40;37314.00;36818.60;37211.40;21624.954;1645491599999;802075371.12329;174512;11363.096;421552991.80062
1645491600000;37211.30;37449.40;36850.00;37234.80;20168.486;1645495199999;749322978.82390;165510;10628.812;394923652.73382
1645495200000;37234.80;37234.80;36875.00;36989.90;12735.206;1645498799999;471424102.25337;118418;6134.740;227128123.62491
1645498800000;36992.70;37005.40;36310.10;36580.00;31236.340;1645502399999;1141523885.95910;267339;14667.459;535957896.97481
1645502400000;36580.10;36789.80;36534.10;36605.00;12500.943;1645505999999;458407069.70661;117025;6350.691;232906988.23974
1645506000000;36604.90;37250.00;36545.80;36725.60;20888.272;1645509599999;769994183.53389;175694;11037.970;407002535.25002
1645509600000;36725.70;36986.00;36574.00;36842.30;17566.135;1645513199999;645813983.68463;159513;8717.164;320503832.36488
1645513200000;36842.30;36968.80;36500.00;36748.60;15170.994;1645516799999;557521344.27044;152576;7438.968;273480828.31611
1645516800000;36748.70;37147.00;36727.10;37081.20;14951.610;1645520399999;552473820.03962;151851;7888.117;291512456.73683
1645520400000;37081.20;37300.00;36977.00;37112.50;13815.522;1645523999999;513013310.97826;141812;6740.482;250329237.97287
1645524000000;37112.60;37868.00;37062.20;37682.50;30505.575;1645527599999;1144362123.17124;276758;17406.529;653147630.39520
1645527600000;37682.50;37745.90;37416.60;37504.70;16143.890;1645531199999;606507532.78094;168391;7625.936;286541587.24933
1645531200000;37504.70;37760.80;37260.00;37621.70;19510.977;1645534799999;732030755.07511;192740;9737.484;365439249.22048
1645534800000;37621.70;37960.00;37308.90;37824.90;18126.153;1645538399999;681615960.76538;184236;10076.418;379060802.01174
1645538400000;37824.90;38318.00;37384.50;38123.80;42817.231;1645541999999;1618134028.76086;388544;23085.811;873179196.14181
1645542000000;38123.80;38230.00;37661.00;37744.70;27271.941;1645545599999;1035258474.96901;264634;13131.021;498614548.50720
1645545600000;37744.60;37862.00;37450.10;37688.40;24880.626;1645549199999;936491856.27466;234427;12500.009;470619831.23485
1645549200000;37688.40;37816.80;37350.00;37619.90;18614.313;1645552799999;698941022.39647;174037;9239.697;347037498.87239
1645552800000;37619.90;37989.80;37526.70;37694.80;15718.029;1645556399999;592934894.28888;143838;7988.799;301461657.85192
1645556400000;37694.80;38142.30;37600.00;38039.60;22535.025;1645559999999;854102013.75626;216760;12107.156;458920961.01631
1645560000000;38039.70;38260.00;37756.00;37883.00;19520.813;1645563599999;741932151.54577;180332;9761.413;371216158.96233
1645563600000;37885.30;38034.50;37815.10;37863.20;6737.047;1645567199999;255565509.10328;76424;3717.831;141046326.64965
1645567200000;37863.20;37958.00;37736.00;37900.00;5426.452;1645570799999;205427695.27330;67121;2853.452;108034135.24787
1645570800000;37900.00;38450.00;37865.30;38212.00;16846.963;1645574399999;643452452.37681;148587;9201.905;351492529.32026
1645574400000;38212.10;38335.20;38008.40;38123.30;12734.197;1645577999999;486046475.53469;103426;6203.125;236817590.76041
1645578000000;38123.30;38146.40;37909.80;38043.30;8603.567;1645581599999;327240914.61555;76922;4125.449;156932777.00417
1645581600000;38043.80;38183.50;37500.40;37670.40;19119.331;1645585199999;722156382.02878;150996;8867.066;334969482.03444
1645585200000;37670.40;37772.60;37573.20;37730.40;6632.254;1645588799999;250026315.92769;68614;3435.209;129512893.10743
1645588800000;37730.40;38060.00;37687.70;37980.10;10919.481;1645592399999;413856321.26070;100819;6371.350;241493767.11720
1645592400000;37980.10;38099.80;37788.00;37955.00;9976.373;1645595999999;378311465.66853;88930;4996.979;189493048.53804
1645596000000;37960.00;38131.30;37887.20;37966.60;8427.938;1645599599999;320384708.38567;83525;3916.220;148884167.65851
1645599600000;37966.60;38190.00;37932.50;38121.60;8749.011;1645603199999;333128404.46377;93260;4631.744;176374988.69657
1645603200000;38121.50;38798.20;38052.80;38647.30;30716.264;1645606799999;1182987188.51207;258136;17468.027;672708313.86101
1645606800000;38647.50;38975.00;38570.10;38846.50;20659.444;1645610399999;801869609.28210;180119;10949.634;424969903.22503
1645610400000;38846.60;38935.60;38730.00;38847.60;10424.868;1645613999999;404890690.77141;103621;5061.520;196603317.42450
1645614000000;38847.50;39148.00;38717.20;38757.20;18840.378;1645617599999;732218727.05057;155835;9829.006;382190297.71795
1645617600000;38757.30;39099.70;38717.80;38995.00;13548.093;1645621199999;526840921.35352;126050;6821.764;265302795.54675
1645621200000;38995.00;39250.00;38864.10;38935.40;18217.175;1645624799999;710995275.46185;159066;8888.652;347065085.52699
1645624800000;38935.30;38973.60;38601.10;38640.30;22154.236;1645628399999;859858200.53040;186749;10648.079;413411001.71822
1645628400000;38640.30;38656.30;38433.00;38504.90;23386.708;1645631999999;901557792.92515;189578;11377.394;438666433.61365
1645632000000;38505.00;38700.00;38342.00;38626.00;24316.879;1645635599999;936471404.09985;194643;12368.702;476491214.87710
1645635600000;38627.40;38770.00;38000.00;38072.40;25928.069;1645639199999;995141226.34289;215531;10965.345;421143462.13718
1645639200000;38072.50;38092.80;37700.00;37762.70;26047.469;1645642799999;986528256.22342;223372;12568.948;476069434.62535
1645642800000;37762.70;37861.90;37522.00;37602.80;18105.411;1645646399999;682222118.48956;154012;8794.380;331470808.55406
1645646400000;37600.90;37729.70;37363.70;37664.50;19715.933;1645649999999;740657933.82905;167069;10287.736;386554097.90142
1645650000000;37662.30;37775.00;37406.90;37500.10;11421.894;1645653599999;429538462.64874;101911;5554.914;208930604.61885
1645653600000;37500.50;37649.70;37111.00;37625.10;17614.506;1645657199999;658472841.26578;174335;8573.834;320658054.04230
1645657200000;37625.10;37684.50;36963.20;37227.80;21796.776;1645660799999;812742435.21706;185037;10477.099;390719349.39663
1645660800000;37227.90;37400.00;36666.00;36741.00;26934.676;1645664399999;996689759.79221;219328;12507.574;462957463.12406
1645664400000;36741.00;37060.50;36600.00;36923.70;17528.928;1645667999999;645603851.47017;147389;9356.112;344685650.52688
1645668000000;36923.70;36995.00;35710.00;35896.50;28962.157;1645671599999;1055331875.35467;259106;11576.381;422482358.38019
1645671600000;35889.20;35920.80;34673.10;34907.80;89145.352;1645675199999;3149230808.16111;784230;43322.754;1530742563.73903
1645675200000;34907.80;35178.10;34509.20;35049.90;55023.008;1645678799999;1919862962.88468;479186;28912.609;1009068331.64620
1645678800000;35050.00;35080.70;34303.70;34658.10;45854.953;1645682399999;1587126158.17547;388292;22810.613;789543737.80641
1645682400000;34658.10;35088.00;34580.60;34876.90;27552.700;1645685999999;960412406.45842;263527;14784.450;515431884.43817
1645686000000;34877.60;35569.90;34378.00;35282.30;44758.717;1645689599999;1563788828.23477;379036;24139.259;843771323.15385
1645689600000;35282.30;35870.00;35159.60;35490.30;44948.963;1645693199999;1595145839.48726;383426;23675.199;840427761.58009
1645693200000;35490.20;35769.20;35260.00;35325.00;25452.650;1645696799999;904057993.93415;229065;12590.591;447340355.35055
1645696800000;35325.10;35481.20;34763.20;35184.00;33352.687;1645700399999;1171217829.66653;304017;16547.454;581271442.82846
1645700400000;35184.00;35618.00;34863.90;35425.40;28615.189;1645703999999;1006702072.53676;264802;15096.809;531283290.20882
1645704000000;35425.40;35477.00;35036.70;35244.50;22443.554;1645707599999;790730880.56509;211810;11381.990;401100539.56522
1645707600000;35244.60;35671.20;35120.00;35449.10;24519.377;1645711199999;868533242.57865;243012;12899.960;457048624.29508
1645711200000;35449.20;35887.00;35125.60;35619.60;50358.294;1645714799999;1787624981.15821;436874;26239.906;931801320.27047
1645714800000;35619.70;36126.10;35364.70;35892.20;47675.712;1645718399999;1703955430.36336;455163;24688.519;882782312.60846
1645718400000;35892.20;36288.00;35818.30;36119.80;39765.488;1645721999999;1434379918.55449;361319;20896.869;754004241.25833
1645722000000;36119.70;36141.70;35700.10;35815.10;19265.179;1645725599999;691189216.89305;189520;9575.951;343556840.10530
1645725600000;35815.10;36774.50;35772.40;36372.60;39810.561;1645729199999;1443543540.62413;315903;22410.078;812783652.75058
1645729200000;36371.70;37365.10;36200.00;37272.30;50750.623;1645732799999;1867462265.36337;434899;28048.373;1032448495.15046
1645732800000;37272.30;40376.10;37252.80;38412.70;101372.990;1645736399999;3906113572.60079;806719;54945.116;2117381119.69841
1645736400000;38412.70;38709.10;38167.40;38384.10;22056.829;1645739999999;846672966.16282;206028;12224.068;469353359.30187
1645740000000;38384.20;38481.40;37738.70;37862.30;18473.598;1645743599999;703635538.44288;205519;8965.178;341567898.64616
1645743600000;37860.60;38406.60;37860.50;38315.10;15198.722;1645747199999;580239117.38737;154477;8583.621;327692823.34319
1645747200000;38316.20;38778.50;38203.90;38211.90;17625.524;1645750799999;677835784.40812;168914;9272.112;356610026.15956
1645750800000;38212.00;38960.00;38116.30;38547.80;18970.991;1645754399999;730485074.63073;180435;10077.321;388089744.35207
1645754400000;38547.70;38799.00;38455.00;38779.70;10266.032;1645757999999;396671551.89291;112568;5144.775;198823220.19456
1645758000000;38779.80;39000.00;38494.00;38899.40;14625.194;1645761599999;566630782.60558;145129;7665.554;297085768.42141
1645761600000;38899.00;38912.70;38631.40;38703.80;9605.297;1645765199999;372272164.31844;105041;4583.959;177668052.61137
1645765200000;38703.70;38755.30;38260.00;38438.90;12858.876;1645768799999;494790914.55281;132358;6152.074;236727132.60227
1645768800000;38438.90;38748.70;38365.10;38695.40;9890.606;1645772399999;381613550.51736;107046;5299.151;204493370.88992
1645772400000;38693.90;38800.00;38360.10;38462.50;11264.295;1645775999999;434382618.73181;135399;5497.449;212053073.02816
1645776000000;38462.50;38514.00;38138.30;38328.90;16088.571;1645779599999;616423990.08163;176151;7795.683;298727528.85850
1645779600000;38328.80;38750.50;37999.20;38656.30;19944.532;1645783199999;763914134.30757;204480;10833.829;415262525.62722
